Name,Coordinates
Segobodium,"47.556186,5.749962"
Segobriga,"39.885321,-2.81302"
Segobrigii,"43.25,5.25"
Segontia,"41.069585,-2.642246"
Segontia,"41.63349,-1.191459"
Segontia Paramika,"42.947764,-3.573403"
Segora,"47.206762,-1.0432635"
Segortia Lanka,"41.610033,-3.401668"
Segosa,"44.22436,-1.151586"
Segovellauni,"44.75,4.75"
Segovia,"40.949191,-4.119338"
Segovii,"44.75,6.75"
Seguntium,"53.1371844523,-4.26577085287"
Segusa,"18.146555,30.824219"
Segusiavi,"45.743773,4.222007"
Segusini,"45.138348,7.048364"
Segusio,"44.176801,4.274308"
Segusio,"45.138348,7.048364"
Segustero,"44.197042,5.94352"
Seia,"32.735148,36.608748"
Seilinda,"38.20584,31.598807"
Sekla,"35.636724,36.579052"
"Sekoanoi, Sēkoanoí","46.25,5.25"
Sekoundianai,"40.97752,28.878839"
Sel,"36.74623,-3.587137"
Selaima,"32.804118,36.553842"
Selambina,"36.74623,-3.587137"
Selampoura,"22.782979,88.587306"
Sele,"29.353759,30.969816"
Seleúkeia,"33.098479,44.5241065"
"Seleúkeia hē pròs tōi Eulaíōi, Seleukeia pros to Eulaio","32.1887935,48.2537285"
Seleúkeia ηē pròs tô Hēdyphônti,"30.987225,49.426712"
Selebi,"31.879464,34.989995"
Seleia,"32.5,46.5"
Selenia,"37.875,23.625"
Selenis,"31.479117,26.74878"
Selentos,"38.092439,13.5313041"
Seleuceia ad Maeandrum,"37.8598459,27.83514195"
Seleucia,"33.098479,44.5241065"
Seleucia,"37.895894,30.6214655"
Seleucia ad Calycadnum,"36.379274,33.9214625"
Seleucia Magna,"33.098479,44.5241065"
Seleucia Sidera,"37.895894,30.6214655"
Seleukeia,"32.1887935,48.2537285"
Seleukeia,"32.75,35.75"
Seleukeia,"32.8228945,35.80101"
Seleukeia,"36.852067,31.3547"
Seleukeia epi tou Zeugmatos,"37.442284,38.094502"
Seleukeia Pieria,"36.1212645,35.9285965"
Seleukeia pros to Euphrate,"37.058156,37.86983"
Seleukeia pros to Pyramo,"36.967391,35.614666"
Seleukis,"36.25,36.25"
Seleukobelos,"35.83691,36.328006"
Selge,"37.223956,31.1258615"
Selgeis,"37.223956,31.1258615"
Selgoouai,"55.5,-3.5"
Seli,"31.5,17.5"
Selinda,"38.391808,27.587778"
Selino,"26.779471,31.555114"
Selinos,"37.618321,21.626083"
Selinos,"39.25,27.25"
Selinous,"36.25,32.25"
Selinous,"36.258509,32.282734"
Selinous,"37.0251,22.683003"
Selinous,"37.618321,21.626083"
Selinous,"37.75,12.75"
Selinous,"37.75,27.25"
Selinous,"39.165174,23.616184"
Selinousia L.,"37.75,27.25"
Selinus,"31.479117,26.74878"
Selinus,"37.5851673,12.82976535"
Selinus,"37.5851673,12.82976535"
Sella,"32.5,46.5"
Sella,"47.33617,-1.266671"
Sellasia,"37.169269,22.440604"
Sellium,"39.603447,-8.410487"
Selmena,"38.693956,31.750413"
Selour,"10.432112,77.38007"
Selymbria,"41.078496,28.247677"
"Selymbrie, Sēlymbriē","41.078496,28.247677"
"Semachidai, Sēmachídai","38.158624,23.9103345"
Semelingus,"43.592058,2.10902"
Semeros,"32.533293,21.449973"
Semilitenses,"39.5,8.5"
Semina,"35.572351,53.396022"
Semissos,"38.384671,38.254621"
Semnan,"35.572351,53.396022"
Semnones,"51.5,11.5"
Semnones,"51.5,11.5"
Semnum,"40.170861,16.635885"
Semproniana,"41.608212,2.287752"
Semta,"36.269282,9.887345"
Semylla,"18.521268,72.947229"
Semystra,"41.065398,28.94536"
Sena,"43.714978,13.21799"
Sena Gallica,"43.714978,13.21799"
"Sena Iulia, Sena Ivlia","43.318695,11.330502"
Senagallika,"43.714978,13.21799"
Senaparia,"47.106082,1.102094"
Senas,"43.714978,13.21799"
Senekeleu,"28.575245,30.68444"
Senex Marinus,"41.125,29.125"
Senia,"44.990472,14.900874"
Senkyrkis,"27.708491,30.8064"
Senmet,"24.041393,32.897895"
Sennabris,"32.709862,35.566036"
Sennea,"36.8235865,31.7652905"
Senoabis,"27.491633,30.789423"
Senokomis,"28.549991,30.709449"
Senomagos,"44.302214,4.748071"
Senones,"43.75,12.75"
Senones,"48.5,2.5"
Sentiacum,"50.542618,7.246672"
Sentice,"40.79448,-5.488376"
Sentii,"43.75,6.25"
Sentinon,"43.427013,12.855963"
Sentinum,"43.427013,12.855963"
Senzousa,"38.4442405,32.969866"
Sep. C. Maenius Bassus,"41.997951,12.874389"
Sep. Geta,"41.866599,12.505709"
Sep. Plautii,"41.9546852,12.7625012"
Sepernates,"42.25,12.75"
Sepias,"39.475095,23.085265"
"Sepinvm, Sepinum","41.4341433,14.6178179"
Sepphoris,"32.7535945,35.281457"
Septa,"35.888245,-5.316583"
Septem,"35.888245,-5.316583"
Septem Maria,"44.75,12.25"
Septem Maria,"45.024199,12.227829"
Septempeda,"43.229281,13.181319"
Septempeda,"43.229281,13.181319"
Septim(...),"36.577046,9.796048"
Septimanca,"41.59022,-4.826722"
Septimania,"42.5,2.5"
Septimia,"32.754205,36.6183555"
Septizonium,"41.8854577,12.4884191"
Sepulcrum Gallae Placidiae,"44.4209526,12.1970789"
Sequani,"46.25,5.25"
Serae,"37.5,92.5"
Seramisa,"40.461694,36.740296"
Serapeion,"31.328274,20.10588"
Serapeum,"29.874725,31.21241"
Serapeum,"30.25,32.25"
Serapieion,"30.25,32.25"
"Serapis, T.","38.588072,22.909146"
Seraz,"29.59048485,52.57565215"
Serboi,"46.5,47.5"
Serdaioi,"39.75,15.75"
Serdica,"42.722826,23.342891"
Serdoi,"43.0760933608,22.8045001192"
Sereana,"39.534575,30.564469"
Seremyn,"35.922817,36.735987"
Serena,"45.751177,18.063541"
Serendivae,"10.0,80.0"
Seressi,"36.166741,9.773609"
Sergioupolis,"35.628977,38.757169"
Seria,"38.319329,-6.771094"
Seriane,"35.387685,37.800064"
Serippo,"37.001163,-5.391451"
Sermanicomago,"45.7817,-0.0062"
Serme,"40.58155,22.94402"
Sermiana,"46.537846,11.193149"
Sermigion,"42.200898,8.889751"
Sermione Mansio,"45.25,10.75"
Sermonae,"41.336955,-1.224122"
Sermousa,"39.992919,35.784297"
Sermusa,"39.992919,35.784297"
Sermylia,"40.298222,23.539631"
Sernota,"42.183403,24.889741"
Seroiata,"36.2431455,29.543997"
Serota,"45.833408,17.383775"
Serpa,"37.940797,-7.593028"
Serraipolis,"36.642704,35.48154"
Serreion Teichos,"40.750541,27.324357"
Serretillis,"36.642704,35.48154"
Sertei,"36.260558,4.948511"
Servitium,"45.151471,17.25609"
Seryphis,"28.509504,30.706236"
Sesamos,"41.746969,32.385648"
Sesatai,"27.5,92.5"
Sesciacum,"47.13702,-4.4e-05"
Sesekreienai,"17.5,72.5"
Seserem,"17.435655,33.896005"
Sesites,"45.25,8.75"
Sestinates,"43.710612,12.298883"
Sestinum,"43.710612,12.298883"
Sestos,"40.2133967671,26.389269151"
Setae,"37.5,72.5"
Setaea,"35.208535,26.108246"
Setantioi,"53.5,-2.5"
Setelsis,"41.993609,1.517689"
Seterrae,"41.746451,2.635453"
Sethroe,"30.982139,32.167572"
Sethroites Nomos,"30.75,32.25"
Setia,"41.498686,13.058914"
Setia,"41.498686,13.058914"
Setia,"42.129367,-1.137115"
Setos,"36.107149,33.0266065"
Setovia,"43.719023,16.655523"
Setuci,"49.791963,2.587487"
"Seuera, Mon.","36.098007,36.074145"
Seurbi,"41.5,-8.5"
Seurri,"42.5,-7.5"
Seusamora,"41.839298,44.706"
Seusamora,"41.87142,44.730562"
Seustatio,"42.841428,-2.634802"
Seuthopolis,"42.61977195,25.33686355"
Severiacus,"47.330271,1.047899"
Sexaginta Prista,"43.8479455,25.9497405"
Sexciacum,"43.481898,0.150184"
Sexi,"36.734589,-3.690755"
Sextantio,"43.64232,3.896373"
Sextomagus,"43.3143,1.959273"
Shad Bahman,"31.5,46.5"
Shad Shapur,"36.266819,50.003811"
Shadikanni,"36.244537,40.707477"
Shahrabadh,"36.514152,42.726566"
Shahraban,"33.973875,44.942083"
Shahr-ram-Peroz,"38.082463,58.269505"
Shalat,"39.579168,45.924874"
Shawarshan,"39.29,44.468888"
Shephar'am,"32.805847,35.180146"
Shephela,"31.75,34.75"
Shilloh,"37.523874,41.330651"
Shimron,"32.701249,35.219912"
Shiragan,"29.436543,55.668645"
Shiraz,"29.59048485,52.57565215"
Shirazzish,"29.59048485,52.57565215"
Shiz,"36.604075,47.2349205"
Shno,"37.047159,45.089711"
Shukaraba,"38.035595,41.532369"
Shusha,"32.1887935,48.2537285"
Shushan,"32.1887935,48.2537285"
Shushtar,"32.049999,48.849999"
Sia,"37.263751,30.5915525"
Siagoul,"36.429378,10.571652"
Siagu,"36.429378,10.571652"
Siai,"37.864169,40.989421"
Sialetae,"42.7002579504,27.3640326946"
Siara,"39.864116,36.594603"
Siarum,"37.052397,-5.751603"
Siata,"47.5,-2.5"
Sibai,"30.4276318413,71.5739681855"
Sibarae,"32.5,72.5"
Sibaris,"41.254974,-5.71091"
Siberis,"40.5,31.5"
Sibidounda,"37.224609,30.2991205"
Sibora,"39.6976455,35.2864275"
Sibrium,"45.722681,8.863012"
Sibyla,"36.713385,33.4662"
Sicalenum,"41.738144,14.847653"
Sicanabis,"42.5,41.5"
Sicani,"37.5727380491,13.5399223367"
Sicca Veneria,"36.18057,8.712204"
Sicilia,"37.75,13.25"
Sicilibba,"36.68588,9.873597"
Sicinaco,"44.433328,1.105542"
Sicingi,"36.831044,10.606063"
Sicoris,"41.5,0.5"
Sicos Basilisses,"37.411526,37.330858"
Siculi,"37.47268909,14.5743279184"
Siculi,"43.553234,16.346833"
Siculum Fretum,"38.25,15.75"
Sicyon,"37.9834179,22.71316685"
"Sidōn, Sidon","33.560328,35.37324"
Sidamaria,"37.465913,33.649234"
Side,"38.75,22.25"
"Side, Sidē","36.772309,31.3940885"
Sidene,"41.028521,37.511511"
Sidenoi,"27.5,36.5"
Sidenos,"40.5,37.5"
Siderous Limen,"36.25,30.75"
Siderous Pr.,"36.25,30.75"
Sidicini,"41.25,14.25"
Sidis,"40.8191945,16.416637"
Sidoloucum,"47.279606,4.229354"
Sidon,"33.560328,35.37324"
Sidotoco,"47.279606,4.229354"
Sidous,"37.916132,23.079781"
Sidoussa,"38.75,26.75"
Sidrona,"44.09906,15.792445"
Sidyma,"36.4095204,29.1926709"
Siga,"35.2529245,-1.4517325"
Sigames,"42.5,41.5"
Sigan,"39.520833,46.032221"
Siganeon,"42.5,41.5"
Siganeon,"42.631325,41.504797"
Sigania,"42.5,41.5"
Sigarra,"41.705442,1.54146"
Sigata,"35.735114,36.64958"
Sigeion,"39.9835305,26.180869"
Sigerus,"17.294362,73.213429"
Sigmatis,"44.5,-0.5"
Signia,"41.691453,13.022225"
Signia,"41.691453,13.022225"
Sigon,"35.603542,36.101359"
Sigoulones,"54.5,9.5"
Sigron,"39.212816,25.856468"
Siguese,"36.209896,8.930003"
Sigus,"36.122312,6.78528"
Sikelikos Porthmos,"38.25,15.75"
Sikeloi,"37.47268909,14.5743279184"
Sikeloi,"38.25,16.25"
Siklia,"38.198551,27.596698"
Sikor Limen,"47.066094,-1.981225"
Sikoulensioi,"39.5,9.5"
Sila,"36.0831305,6.7256625"
Silae,"27.5,67.5"
Silandos,"38.75151735,28.8260256"
Sile,"30.849572,32.366982"
Sileon,"37.931418,15.918461"
Silesva,"34.066662,9.566695"
Silhu,"32.5,46.5"
Silicenis,"46.315505,17.410663"
Silicense,"37.5,-5.5"
Silili,"26.779471,31.555114"
Silina,"49.5,-6.5"
Silingai,"51.5,15.5"
Sillyon,"36.990721,30.98638"
Sillyos,"38.501299,27.058959"
Silo,"32.053797,35.298335"
Silouion,"40.8191945,16.416637"
Silpion Oros,"36.25,36.25"
Silta,"41.167358,27.805568"
Silures,"51.5,-3.5"
Silvanectes,"49.5,2.5"
Silvi,"42.5,46.5"
Silvini,"40.8191945,16.416637"
Silvium,"40.8191945,16.416637"
Silvo,"45.500513,13.505237"
Simadana,"32.407318,14.94413"
Simagre,"42.19611,41.767131"
Simalo,"22.730664,32.264048"
Simas Pr.,"41.125,29.125"
Simbruina Stagna,"41.875,13.125"
Simena,"36.1949275,29.87367215"
Siminga,"36.457987,9.992434"
Siminina,"36.933087,10.8036375"
Simiou,"26.099452,33.941784"
Simitthu,"36.490103,8.5753105"
Simitu Colonia,"36.490103,8.5753105"
Simnana,"32.407318,14.94413"
Simoeis,"39.75,26.25"
Simonias,"32.701249,35.219912"
Simos,"39.864116,36.594603"
Simyra,"34.726216,36.007811"
Sin,"34.792757,36.431041"
"Sinōpē, Sinope","42.025776,35.143037"
Sinara,"39.92025,40.692361"
Sinary,"28.77959,30.771891"
Sinda,"37.120499,29.6045"
Sinde,"33.170303,35.196158"
Sindike,"45.25,36.75"
Sindikos Limen,"44.89409175,37.3100281"
Sindoi,"45.25,36.75"
Sindros,"38.25,29.25"
Sindus,"27.5,67.5"
Sinelon,"40.291278,23.223955"
Singa,"37.637703,37.958342"
Singae,"25.3162135273,70.4003698928"
Singara,"36.402393,42.216553"
Singara,"36.402393,42.216553"
Singas,"37.75,38.25"
Singidunum,"44.812991,20.4579465"
Singili Barba,"37.032488,-4.630364"
Singilia Barba,"37.032488,-4.630364"
Singos,"40.2517525779,23.721235986"
Sinis Colonia,"38.625474,38.132024"
Siniskolon,"38.625474,38.132024"
Sinispora,"38.625474,38.132024"
Sinope,"42.025776,35.143037"
Sinopitis,"42.025776,35.143037"
Sinoria,"40.2568675,40.228458"
Sinos,"40.291278,23.223955"
Sintabo,"28.531815,30.668973"
Sintes,"41.75,23.25"
Sinthon Stoma,"22.5,67.5"
Sinthos,"27.5,67.5"
Sinthos,"40.670226,22.808289"
Sintike,"41.75,23.25"
Sintoi,"41.75,23.25"
"Sinuri, T.","37.266085,27.924663"
Sioua,"25.6649799,28.8132927"
Siout,"27.181346,31.1825335"
Siparis,"45.467448,13.507065"
Sipha,"37.5504,36.0519625"
Siphai,"38.1899239448,23.0528214144"
Siphrios,"37.391395,40.217509"
Sipia,"47.955627,-1.300506"
Sipontum,"41.60764915,15.89285425"
Sipous,"41.60764915,15.89285425"
Sippar,"33.0578375,44.2566075"
Sippara,"18.300264,83.554891"
Sipphara,"33.0578375,44.2566075"
Sirachoi,"44.5,39.5"
Siraci,"46.5,32.5"
Siraf,"27.670345,52.33683"
Siraganon,"37.298855,44.970064"
Sirakene,"36.5,57.5"
Sirakoi,"44.5,39.5"
Sirbis,"36.25,29.25"
"Sirenae, T.","40.603887,14.335469"
Sirenes,"40.75,14.25"
Sirgora,"36.402393,42.216553"
Siricis,"38.204189,36.458778"
Sirio,"44.633174,-0.334691"
Siripalla,"22.939776,79.589819"
Siris,"41.087975,23.542453"
Sirjan,"29.436543,55.668645"
Sirkanos,"40.866636,29.683367"
Sirmio,"45.492485,10.60805"
Sirmium,"44.97311355,19.6098253"
Sirogellis,"40.884037,26.926366"
Siroialum,"45.614703,0.010779"
Sirpium,"41.344079,14.666714"
Sirra,"41.087975,23.542453"
Sisaioi,"35.25,24.75"
Sisalo,"38.6459585,-4.5177308"
Sisapo,"38.6459585,-4.5177308"
Sisara,"37.131647,41.628012"
Sisara Limne,"37.25,9.75"
Siscia,"45.483168,16.371388"
Sisciacum,"45.364193,1.550572"
Sisciani,"45.5,16.5"
Sismara,"39.412813,38.375939"
Sitai,"37.864169,40.989421"
Siteon Chiphas,"37.864169,40.989421"
Sitha,"33.6436,42.8215"
Sitheus,"28.904122,30.936388"
Sithones,"41.75,26.75"
Sitifis,"36.1930925,5.4108155"
Sitones,"57.5,22.5"
Sittacene,"33.5,44.5"
Sittena,"39.457113,28.934002"
Siwnik,"39.5,46.5"
Siwnik,"39.520833,46.032221"
Skámandros,"39.75,26.25"
Skabla,"40.332591,23.590555"
Skablaioi,"40.332591,23.590555"
Skamandreia,"39.83749,26.364872"
Skamandros,"39.800254,26.361243"
Skambōnídai,"37.98286,23.728879"
Skanda,"42.302342,43.076587"
Skandeia,"36.229899,23.073782"
Skandeis,"42.302342,43.076587"
Skandis,"42.302342,43.076587"
Skandos,"38.730968,35.400559"
Skarpheia,"38.809093,22.66380685"
Skenai Mandrai,"29.728688,31.302068"
Skenitai,"29.5,35.5"
Skenitai,"35.75,38.25"
Skepola,"39.25,23.75"
Skepsis,"39.82554,26.688003"
Sketis,"30.4718814123,30.2480881012"
Skidros,"40.076278,15.63048"
Skillous,"37.609552,21.602752"
Skione,"39.939063,23.574785"
Skiritis,"37.25,22.25"
Skiritis,"37.25,28.75"
Skithai,"40.396714,23.055907"
Sko,"28.479495,30.782897"
Skodrena,"39.237523,28.983003"
Skolopoeis,"37.626598,27.213678"
Skolos,"38.309378,23.38353"
Skopa M.,"40.875,29.125"
Skopas,"40.5,31.5"
Skopelos,"42.5,35.5"
Skopias Pr.,"36.75,27.25"
Skotios,"40.349808,35.810125"
Skotossaios,"39.37552,22.574579"
Skotoussa,"39.37552,22.574579"
Skotoussa,"41.183672,23.374963"
Skydises,"40.5,40.5"
Skydra,"40.707084,22.111219"
Skylake,"40.387037,28.388808"
Skylakion Oros,"38.75,16.25"
Skylax,"39.75,35.75"
Skylax,"40.5,35.5"
Skylion M.,"35.25,25.25"
Skyllion M.,"35.25,25.25"
Skyllos,"37.609552,21.602752"
Skymnia,"42.5,42.5"
Skyros,"38.902984,24.565356"
Skythai,"47.5,27.5"
Skythenoi,"40.5,39.5"
Skythotauroi,"44.5,33.5"
Skythotauroi,"44.5,33.5"
Skythotauron Limen,"44.5,34.5"
Sliq Kharawta,"33.098479,44.5241065"
Smertai,"58.5,-4.5"
Smintheion,"39.53017,26.114799"
Smyrna,"38.41905,27.1383"
Smyrna,"38.41905,27.1383"
Smyrna,"38.4640406493,27.1704424995"
"Smyrna, Smyrnē, Smyrne","38.4640406493,27.1704424995"
Smyrnē,"38.4640406493,27.1704424995"
Smyrnaeus Sinus,"38.25,27.25"
Smyrnophoros Chora,"12.5,42.5"
So,"22.5,82.5"
Soa,"39.076771,30.216813"
Soada,"32.707083,36.5652865"
Soaka,"27.34269,36.489452"
Soanda,"39.299498,34.520165"
Soandos,"38.344286,34.878905"
Soanos,"32.5,72.5"
Soatra,"37.975697,33.1119115"
Sobagena,"38.481109,36.832506"
Sobara,"39.6976455,35.2864275"
Sobata,"30.8855185,34.626031"
Sobesos,"38.48,34.8714135"
Sobila,"31.427526,34.74731"
Sobobrica,"42.707897,-2.912018"
Sobora,"30.3242145,35.4011475"
Sobthis,"28.969872,30.913517"
Sodi,"42.5,45.5"
Sodroi,"32.5,72.5"
Sofera,"27.5,67.5"
Sogane,"32.927343,35.691236"
Sogdiaioi,"37.5,67.5"
Sogdiana,"38.9571055737,66.8077372132"
"Sogdianḗ, Sogdiane","37.5,67.5"
Sogdii,"37.5,67.5"
Sogdoi,"37.5,67.5"
Sogiontii,"44.25,5.75"
Sohar,"24.377793,56.731518"
Soio,"44.889595,4.849434"
Soita,"38.350807,77.665795"
Soka,"40.878091,29.870564"
Soknopaiou Nesos,"29.5334745,30.668916"
Sokossioi,"35.25,-5.25"
Solantum,"38.092439,13.5313041"
Solemniacum,"45.75456,1.275075"
Solen,"7.5,77.5"
Soletum,"40.189577,18.207212"
Solia,"38.475076,-4.679484"
Solimariaca,"48.403257,5.733986"
Solis,"27.5,62.5"
Solis Fons,"29.5,25.5"
Sollentia,"43.5,16.5"
Solmissos,"37.75,27.25"
Soloe,"35.138224,32.813067"
Soloeis,"38.082498,13.527452"
Soloeis,"40.25,29.25"
Soloi,"35.138224,32.813067"
Soloi,"36.7376355,34.5376905"
Solonacum,"47.602336,0.971242"
Solonenica,"40.428813,39.584629"
Solous,"38.082498,13.527452"
Solous,"38.092439,13.5313041"
Soluntum,"38.092439,13.5313041"
Solva,"47.795813,18.7392875"
Solygeia,"37.843712,22.966599"
Solyma,"36.524766,30.454074"
Solymeis,"36.75,30.25"
Somolo,"28.299147,30.713324"
Somou,"27.629737,30.763729"
Sonautes,"41.27698,31.42103"
Soneio,"42.318021,23.93457"
Sonista,"46.185977,16.765678"
Sonus,"22.5,82.5"
Soonautes,"41.5,31.5"
Sopatma,"12.188994,79.942282"
Sophanene,"37.85837,40.866752"
Sophanene,"38.5,39.5"
Sophene,"38.5,39.5"
Sophianai,"41.043977,29.045216"
Sophias Limen,"40.875,28.875"
Sophthis,"29.391404,31.159341"
Sopianae,"46.07335,18.228059"
Sora,"10.687267,78.679619"
Sora,"41.139609,32.6224"
Sora,"41.7203358,13.6139576"
Sora,"41.7203358,13.6139576"
Sorabile,"40.121856,9.253671"
Sorai,"12.5,77.5"
Sorai,"35.5,-0.5"
Sordones,"41.5,-0.5"
Sordonum Ora,"42.5,2.5"
Soreoi,"40.688842,29.658512"
Soringoi,"12.5,77.5"
Soros,"38.120518,23.980491"
Sorouda,"36.26314,29.590147"
Sorrina,"42.417376,12.104818"
Sorviodunum,"51.0934674,-1.804653"
Sorviodurum,"48.88335345,12.5833541"
Sosaeadae,"27.5,92.5"
Sosintigi,"37.591059,-4.086746"
Sosontigi,"37.591059,-4.086746"
Sossios,"37.25,13.25"
Sosthenion,"41.115124,29.052603"
Sosthenis,"38.819718,22.422726"
Sostomagus,"43.3143,1.959273"
Sostra,"42.988339,24.660895"
Sostrate,"32.049999,48.849999"
Soti,"44.75,7.25"
Sotiates,"43.5,-0.5"
Sotium,"44.0422876597,0.140247545964"
Souania,"42.5,42.5"
Souannagoura,"25.584897,88.312399"
Souastene,"32.5,72.5"
Souastos,"32.5,72.5"
Soubasanoi,"41.5,9.5"
Souboura,"11.750868,79.763329"
Soudanon,"31.035743,34.599512"
Soudeta Ore,"50.5,12.5"
Soudianoi,"50.5,12.5"
Soudinoi,"52.5,22.5"
"Souessoula, Souessoûla","40.9895176,14.39837765"
Souka,"31.65149,35.235938"
Soulia,"35.101358,24.690053"
Soulmôn,"42.046817,13.925673"
Souma,"34.200116,43.876735"
Sounoua,"32.686462,36.870504"
Souperatioi,"42.5,-6.5"
Souppara,"19.434113,72.804527"
Soura,"32.573137,44.424262"
Soura,"35.8808455,38.847326"
Soura,"36.2509935,29.939631"
Sourasenoi,"27.5,77.5"
Sousa,"32.1887935,48.2537285"
Sousarmia,"40.942435,40.039388"
Sousia,"36.464709,59.540463"
Sousitha,"32.7786705,35.6597945"
Sousourmena,"40.942435,40.039388"
Soutrion,"42.242794,12.220462"
Sozopolis,"38.072539,30.470512"
Sozopolis,"42.420355,27.694272"
Sozousa,"32.196401,34.810758"
Spahan,"32.651067,51.678813"
Spalatum,"43.5073485,16.44067205"
Spalauthra,"39.183477,23.225085"
Spaleia,"39.45924,31.5565105"
Spandaran,"39.203946,48.060789"
Spaneta,"45.082078,19.308365"
Spania,"28.73639,30.800997"
Sparata,"42.555911,23.710684"
Sparda,"38.488314,28.040286"
Sparianum,"42.871883,0.394866"
Sparta,"37.0814923,22.428541"
Spartarius Campus,"37.5,-1.5"
Spartolos,"40.316347,23.159843"
Sparza,"37.25,29.25"
Spasinou Charax,"30.8093425,47.562804"
Spatura,"34.143959,71.616854"
Speluncae,"41.250289,13.449925"
Speluncis,"40.292417,37.752633"
Speos Artemidos,"27.899952,30.866656"
Spercheiai,"38.9229474853,22.0332596313"
Sphēttós,"37.917244,23.8384225"
Spina,"44.697575,12.108186"
Spina,"44.697575,12.108186"
Spinis,"51.411962,-1.343928"
Spinopara,"42.324277,22.78247"
Splonum,"44.843597,16.699712"
Spolḗtion,"42.745301,12.73839"
Spoletium,"42.745301,12.73839"
Spore,"39.243112,29.869114"
Sportela,"42.128406,23.172221"
Stabatio,"44.975753,6.507754"
Stabiae,"40.7029699785,14.4989227191"
Stablo,"43.943818,6.171033"
Stabulum Novum,"41.265368,1.603518"
Stadia,"36.742208,27.648272"
Stageira,"40.5913276,23.7949281"
Stagnum,"42.838187,17.696979"
Stagos,"39.828191,21.363348"
Stailuco,"47.736025,17.390376"
Stakhr,"29.9606415,52.912404"
Stalai,"35.042681,25.972065"
Stamene,"41.112782,37.704183"
Stanacum,"48.486848,13.735695"
Stanecli,"44.174409,17.751034"
Statielli,"44.75,8.25"
Statio Bilachiniensis,"46.510035,13.533145"
Statio Caesariana,"40.274635,15.608369"
Statio Plorucensis,"46.394296,13.220313"
Statio Timaviensis,"46.584765,13.001737"
Statonia,"42.5096123799,12.2655679851"
Statonia,"42.5096123799,12.2655679851"
Statulae,"42.087576,13.773125"
Statumae,"44.116403,4.284619"
Stauris Oros,"36.25,36.25"
Stefana,"40.604628,19.547045"
Stefanaphana,"40.766333,19.773768"
Steiria,"37.898159,24.010734"
Steirioi,"38.38432,22.755354"
Steiris,"38.395501,22.739171"
Stektorion,"38.3323615,30.148649"
Stena,"38.10459,27.072006"
Stenas,"41.365222,22.392779"
Stephane,"41.9522875,34.539625"
Stephon,"38.328581,23.518744"
Steviae,"49.791963,2.587487"
Stiphane Limne,"40.5,36.5"
Stiriate,"47.568826,14.243126"
Stixgi,"31.226337,16.278323"
stoa,"37.9751127984,23.7242216811"
stoa basileios,"37.9761174794,23.7223454343"
Stobera,"25.400826,65.547215"
Stobi,"41.5520256,21.9734409"
Stoboi,"41.5520256,21.9734409"
Stoeni,"45.75,10.75"
Stolos,"40.369151,23.664835"
Stoma Limne,"39.75,26.25"
Stomalimne,"43.25,5.25"
Stomatas,"44.71468,-0.531315"
Storgosia,"43.395671,24.624819"
Stournoi,"40.7271,17.577471"
Strépsa,"40.483197,23.138509"
Stratike,"38.6722875,21.3178745"
Straton,"36.5,51.5"
Stratoníkeia,"37.3137095,28.061849"
Stratonicaea,"39.142114,27.801765"
Stratonikeia,"37.3137095,28.061849"
Stratonos Pyrgos,"32.501833,34.900416"
Stratos,"37.711903,21.868167"
Stratos,"38.6722875,21.3178745"
Stravianis,"45.437653,18.035862"
Strobilos,"40.654483,29.335621"
Strobilos,"43.5,41.5"
Strongylion,"40.981265,28.905043"
"Stryme, Strume","40.93661,25.282291"
Stuberra,"41.2437372,21.3972749"
