Name,Coordinates
Kavtiskhevi,"41.873314,44.469452"
Kaystrianoi,"38.25,27.75"
Kaystros,"36.227031,32.34065"
Kaystros,"38.75,30.25"
Kazanes,"37.25,29.25"
Kazeka,"45.023585,35.843673"
Kebranitai,"12.5,42.5"
Kebren,"39.75,26.75"
Kedoi,"37.936811,23.750827"
Kedrea,"38.9464175,30.884159"
Kedreai,"36.993043,28.2067955"
Kedron,"31.826142,34.775865"
Kedrosia,"27.5,62.5"
Kefar Amiqo,"32.974321,35.161335"
Kefar 'Aqabia,"32.860443,35.646371"
Kefar Hanania,"32.919539,35.41469"
Kefar Nahum,"32.881123,35.576348"
Kefar Nevoraia,"33.013309,35.516959"
Kefar Shuni,"32.531149,34.949037"
Keiriadai,"37.972924,23.71337"
Keirpara,"41.628868,23.730198"
Keissia,"38.516817,32.245066"
Kekeoi,"30.9129409814,73.3766920919"
Kekoia,"34.75,26.25"
Kelainai,"38.06994335,30.17133"
Kelaithoi,"39.75,21.25"
Kelamantia,"47.74467865,18.1991534"
Kelesa,"41.099999,31.215037"
Keletron,"40.521673,21.262541"
Kelkit,"40.7075553,36.5583409"
Kelkit,"40.7075553,36.5583409"
Kelkit Çay,"40.7075553,36.5583409"
Kelkit Çayı,"40.7075553,36.5583409"
Kelkit Cāyı,"40.7075553,36.5583409"
Kelkit Lykos,"40.7075553,36.5583409"
Kella,"29.059034,30.99623"
Kellia,"30.5961855,30.350838"
Kelliake,"34.977184,33.611487"
Kellis,"25.51700185,29.09511295"
Kelol,"29.240347,30.778071"
"Keltzēnē, Keltzene","39.75,39.5"
Kelydna,"25.022024,88.137799"
Kenaion,"38.84043,22.866507"
Kenchreai,"37.542365,22.604189"
Kenchreai,"39.963522,26.628763"
"Kenchreai, Kekhriai, Kehria, Cenchreæ, Kenchreä, Kenkhreaí, Kekhriaís","37.88239,22.992532"
Kenchrios,"37.75,27.25"
Kendema,"36.28323,29.982829"
Keneston,"42.172503,9.266061"
Kenios,"37.25,27.75"
Kennateis,"36.75,33.75"
Kennatis,"36.75,33.75"
Kenomanoi,"45.2688468462,10.1348264453"
Kentoripa,"37.624073,14.740017"
Kentoripa,"37.624073,14.740017"
"Kentoukellai, Kentoukéllai","42.091179,11.79681"
Kentourinon,"42.965989,9.351912"
Kepha,"37.714166,41.413055"
Kephale,"37.811802,23.996377"
"Kephaloidion, Kephaloídion","38.03814,14.025568"
Kephania,"37.5,41.5"
Kephas,"37.714166,41.413055"
"Kephisia, Kēphisiá","38.085115,23.820645"
Kephissos,"38.75,24.75"
Kepoi,"45.299422,36.997343"
Kepos,"41.022065,28.953206"
Keraia,"35.40465,23.963011"
Keraia,"37.5123684899,30.6016183731"
Kerameia,"25.705501,32.704914"
Kerameikós,"37.978333,23.718611"
Kerameios,"36.75,27.25"
Kerameis,"37.978127,23.7188"
Keramos,"37.041728,27.9562175"
Keras,"41.125,28.875"
"Kerasount, Keresoun, Kyressoun, Kerason, Kerasounta, Kérasounde, Kerassunde, Kerasunt","40.919134,38.397931"
Kerasous,"40.919134,38.397931"
Kerasous,"40.919134,38.397931"
Kerasous,"41.05814,39.319029"
Kerasous,"41.05814,39.319029"
Kerasous,"41.5,39.5"
Kerax,"41.177324,20.679107"
Kerdonia,"41.3107496,15.6237042"
Kerdylion,"40.825219,23.797514"
Kereate,"41.671251,13.487048"
Keresos,"41.462854,0.410824"
Keretapa,"37.493664,29.926031"
Kerge,"39.898491,26.609255"
Kerinthos,"38.825075,23.48282"
Kerkaphos,"38.25,27.25"
Kerkasoros,"30.084523,31.21826"
Kerke,"29.442956,31.194872"
Kerkeosiris,"29.13416,30.693397"
Kerketai,"44.5,38.5"
Kerkethoeris,"29.099726,30.650186"
Kerkineion,"39.607354,22.74549"
Kerkinitis,"45.203672,33.361389"
Kermānṡān,"34.5,47.5"
Kermānsah,"34.5,47.5"
Kermanshahan,"34.5,47.5"
Kerobothros,"12.5,77.5"
Keroe,"33.083028,35.430797"
Kerophaioi,"36.25,9.75"
Kerouinoi,"42.5,8.5"
Kersounon,"42.666293,9.185004"
Kertonos,"39.291562,27.092562"
Keryneia,"35.337334,33.321417"
Keryneia,"38.158659,22.143425"
Kerynia,"35.337334,33.321417"
Kestria,"39.680339,20.117681"
Kestrine,"39.75,20.25"
Kestros,"36.227031,32.34065"
Kestros,"37.25,30.75"
Keteios,"39.25,27.25"
Ketion Oros,"48.5,16.5"
Ketis,"36.75,32.75"
Kettos,"38.013726,23.623805"
Khakh,"39.733666,39.384948"
Khosro-shad-Peroz,"36.980936,54.646299"
Khurmuzfarrah,"37.657848,62.188845"
Khuvar,"35.286884,52.497326"
Khyton,"38.3614526719,26.770577698"
Kiakis,"38.684612,38.387036"
Kianos Sinus,"40.25,28.75"
Kiboreia,"33.560986,36.005815"
Kibotos,"38.06994335,30.17133"
Kibyra Mikra,"36.659851,31.659825"
"Kibyra, Kibýra","37.15943905,29.49215475"
Kibyratis,"36.75,29.75"
Kichyros,"39.246912,20.527922"
Kidrama,"37.354017,29.129469"
Kidyessos,"38.74297,30.1908445"
Kierion,"39.361088,22.075455"
Kieros,"39.361088,22.075455"
Kieros,"40.5,31.5"
Kieros,"40.913993,31.123719"
Kietis,"36.75,32.75"
Kikones,"40.75,25.75"
Kikonion,"41.050331,29.053148"
Kikynna,"37.938363,23.839347"
Kilaraza,"37.839314,29.03415"
Kilbos,"38.25,28.25"
Kildara,"37.181505,27.693076"
Kilebensioi,"42.5,9.5"
Kilid ül-Baḥreyn,"40.25,25.25"
Kilid-ül Baḥreyn,"40.25,25.25"
Kilikes,"39.75,27.25"
Kilikiai Pylai,"36.658322,36.227919"
Kilikios Kolpos,"36.75,35.75"
Kilikon Nesos,"41.5,37.5"
Kilistra,"37.655971,32.2171635"
Kilizu,"36.115436,43.712276"
Killaios,"39.6853380249,26.9513010706"
Killaios,"39.75,26.75"
Killanion Pedion,"38.25,31.25"
Kimiata,"40.994204,33.67864"
Kimista,"40.98429,32.585455"
Kimmerikon,"45.042315,36.22459"
Kinaidokolpitai,"22.5,42.5"
Kindia,"25.333951,82.739094"
Kindye,"37.191684,27.650052"
Kindyria,"38.148568,32.2139865"
Kinna,"39.226876,33.033014"
Kinna M.,"37.25,9.25"
Kinnamōmophóros chṓra,"12.5,47.5"
Kinnamomophoros Chora,"12.5,47.5"
Kinolis,"41.9627125,34.154469"
Kinyps,"32.5,14.5"
Kinyps,"32.527937,14.447329"
Kios,"40.1828985,29.0638185"
Kios,"40.25,29.25"
Kios,"40.432469,29.15639"
Kiphisos,"36.191148,33.657386"
Kiraios Sinus,"39.75,20.25"
Kiriath Ye'arim,"31.814238,35.102772"
Kirkaion Akron,"41.25,13.25"
Kirkidios,"42.5,8.5"
Kirkota,"36.945008,35.68204"
Kirmān-Šāh,"34.5,47.5"
Kirna M.,"37.25,9.25"
Kirra,"38.428937,22.450621"
Kirradai,"27.5,87.5"
Kirradia,"27.5,87.5"
Kisamos,"35.47108,24.154258"
Kisamos,"35.495307,23.660727"
Kish,"27.5,52.5"
Kish,"32.555123,44.660806"
Kish,"38.04186,41.453009"
Kiskisos,"38.15395,35.786827"
Kissa,"41.088946,1.1803775"
Kissa,"41.377394,41.4031665"
Kissa,"41.5,41.5"
Kissias pylas,"32.535602,44.436979"
Kissioi,"40.5,40.5"
Kissos,"38.75,28.25"
Kissos,"40.396714,23.055907"
Kisthene,"39.393183,26.813175"
Kitanaura,"36.6435935,30.3558155"
Kitharizon,"38.839058,40.641398"
Kithas,"40.396714,23.055907"
Kithibanitai,"12.5,47.5"
Kitibanitai,"12.5,47.5"
Kition,"34.920211,33.632745"
Kitios,"39.75,21.25"
Kitron,"40.25,22.75"
Kizari,"40.916499,35.873343"
Kizil Irmak,"41.6767598,35.9295291"
Kizilirmak,"41.6767598,35.9295291"
Kizoura,"40.469524,30.2556"
Klabene,"36.75,32.75"
Klaneos,"38.623418,31.834923"
"Klaros, Claros","38.00460425,27.1928939"
Klaseas,"37.75,27.25"
Klaudianon,"26.75,33.25"
Klaudianon,"26.809167,33.486944"
Klaudiokaisareia,"37.6791055,31.7280785"
Klaudiopolis,"32.82080005,21.85640985"
Klaudiopolis,"40.7561925,31.5858565"
Klaudioupolis,"40.7561925,31.5858565"
Klazomenai,"38.3614526719,26.770577698"
Klazomenai,"38.36785825,26.77774005"
Kleides kai Kleithra tou Pontou,"41.125,29.125"
Kleides Pr.,"35.75,34.75"
Kleimaka,"38.050575,27.893729"
Kleisobora,"28.030792,77.649033"
Kleitor,"37.893544,22.123335"
Kleonai,"37.817605,22.778302"
Kleonai,"40.214176,24.233651"
Kleopatra,"27.776838,30.757485"
Kleopatris,"27.775041,30.806802"
Kleros Politike,"38.534915,29.958265"
Klima Kotradon,"36.75,32.25"
Klimax,"30.5,27.5"
Klimax,"36.5284,30.5516"
Klimax,"37.1843,30.5867"
Klimax,"41.941473,33.057549"
Klitai,"40.857202,22.824816"
Klossama,"40.259323,33.157543"
Klounion,"42.773685,9.474582"
Klousion,"43.016367,11.9487025"
Klydros,"38.25,29.75"
Knemis,"38.784137,22.832513"
Knepelaos,"39.04694,31.304485"
Knidos,"35.32871,34.055176"
Koílē,"37.96984,23.718505"
Koara,"34.16826385,36.75343335"
Kobara,"40.558037,33.6158945"
Kobrys,"40.589514,26.848989"
Kochaba,"32.825122,35.925894"
Koddinou Petra,"38.585627,27.503594"
Koddoura,"16.259169,80.930118"
Kodrigai,"36.670271,36.220709"
Kodroula,"37.436975,30.351609"
Kodylessos,"37.269914,32.7646705"
Kogamos,"38.463866,28.308795"
Kognabanda,"23.475906,77.715146"
Koidamousioi,"36.25,5.75"
Koila,"38.25,24.25"
Koila,"40.207121,26.367552"
Koilaletai,"41.75,26.25"
Koile Syria,"34.25,36.25"
Koiliobriga,"42.160536,-7.975378"
Koinyra,"40.6711405,24.761705"
Kokala,"25.6558,66.455092"
Kokkynos Pr.,"37.75,15.25"
Kokousos,"38.031581,36.4983445"
Kokylion,"39.67291,26.410152"
Kokysion,"36.25,33.75"
Kolbasa,"37.463255,30.4107155"
Kolchikos Kolpos,"7.5,77.5"
Kolchoi,"40.5,39.5"
Kolchoi,"8.612651,78.01884"
Koliorga,"37.349625,28.202725"
Kollatia,"41.925248,12.667077"
Kollyda,"38.75,28.75"
Kollytos,"37.958593,23.711133"
Kolobaise,"41.351447,21.562403"
Kolobatos,"37.25,30.25"
Koloe,"14.709112,39.552787"
Koloe,"14.868756,39.422928"
Koloe,"38.22593,28.208011"
Kolonai,"38.125,23.875"
Kolonai,"38.185062,23.9163115"
Kolonai,"39.677021,26.166435"
Kolonai,"40.280834,26.91075"
Kolone Pr.,"41.125,29.375"
Koloneia,"38.402083,33.950378"
Koloneia,"38.625474,38.132024"
Koloneia,"40.306806,38.412817"
Kolonia,"31.79224,35.167596"
Kolonides,"36.836082,21.928788"
Kolonos,"37.99907,23.721885"
Kolonos Hippios,"38.125,23.625"
Kolossenos,"37.7943675,29.257527"
Koloussa,"41.947448,34.27145"
Kolsa,"37.986638,41.100017"
Kolybrassos,"36.7319665,31.95593"
Koma,"29.303135,31.168106"
Komaralis,"39.001928,36.655133"
Komba,"36.551265,29.669357"
Komedai,"37.5,72.5"
Komish,"35.9610935,54.0382895"
Kommenases,"27.5,82.5"
Komon,"45.81192,9.085784"
Kondabora,"39.460299,-3.606772"
Kondaia,"39.798543,22.396606"
Kondeouinkon,"47.216852,-1.5535905"
Kondochates,"27.5,82.5"
Kondylos,"39.878945,22.472074"
Kongoustos,"38.301504,32.876326"
Koniakoi,"7.5,77.5"
Koniskoi,"42.5,-3.5"
Konkarztiakon,"40.218648,33.269148"
Konope,"38.568807,21.293116"
Konopeion Limne,"41.5,36.5"
Konsidiana Choria,"39.75,31.25"
Konstantia,"35.1792626,33.9030342"
Kontadesdos,"41.75,27.25"
Konthýlē,"37.958783,23.929311"
Kopai,"38.501525,23.163285"
Kophen,"34.521818,69.18024"
Kophen,"44.5,44.5"
Kophos,"39.9632817,23.8014465"
Kophos Limen,"37.875,23.625"
Kora,"41.64255,12.915671"
Korada,"33.800702,36.712165"
Koraia,"37.343724,28.006457"
Korakensioi,"40.5,8.5"
Korakesion,"36.540014,31.991032"
Korakion,"38.25,27.25"
Korakoe,"38.423984,28.265019"
Koralla,"41.075138,39.165352"
Koralloi,"43.0064803498,27.6154644873"
Korama,"38.463376,35.2661605"
Korama,"38.6552105,34.753616"
Korandakaloi,"22.5,92.5"
Korasion,"36.4210275,34.0886905"
Korax,"38.75,36.75"
Koraxoi,"43.5,40.5"
Korba,"36.2918525,29.8068675"
Korbilon,"47.274275,-2.213486"
Korde,"37.238189,40.957276"
Kordyle,"41.081598,39.496726"
Koreoura,"10.594294,76.036497"
Koresa,"38.624086,28.585778"
Koresia,"37.658699,24.3111875"
Koriaia,"39.5,39.5"
Korinion,"51.71138,-1.971806"
Korion,"35.131247,24.674068"
Koriondoi,"52.5,-6.5"
Korkontoi,"50.5,15.5"
Korkyra Melaina,"42.960475,17.135602"
Korma,"36.553099,30.3003095"
Kormasa,"37.5053445,30.1194035"
Korna,"37.489139,32.467014"
Kornabioi,"58.5,-3.5"
Kornaouioi,"58.5,-3.5"
Korne,"38.294223,38.953322"
Kornensioi Aichilensioi,"40.5,8.5"
Kornos,"34.924414,33.392314"
Kornouboi,"58.5,-3.5"
Korodamon Akron,"22.5,57.5"
Korok,"31.1289975,61.50457"
Korokondame,"45.20462,36.614384"
Korokondamitis,"45.25,36.75"
Koron,"38.067791,34.3172155"
Korona,"36.954171,21.927944"
Korone,"36.954171,21.927944"
Koroneia,"38.391204,22.957112"
Koronitis,"45.203672,33.361389"
Koronta,"38.588086,21.159936"
Koropassos,"38.3077,33.7920235"
Korope,"39.309659,23.107281"
Korou Pedion,"38.75,27.75"
Korouda,"27.5,87.5"
Korounkala,"17.998359,79.587917"
Korphinion,"42.123814,13.842185"
Korpikensioi,"39.697981,9.578276"
Korpilike,"41.25,25.75"
Korpiloi,"41.25,25.75"
Korra,"38.498127,39.53669"
Korseia,"38.59375,23.08241"
Korsiai,"37.578866,26.479008"
Kortia,"23.15,32.616667"
Kortikata,"37.909276,-6.820648"
Kory,"7.5,77.5"
Kory Akron,"12.5,77.5"
Korydalla,"36.376674,30.273281"
Korydallos,"37.985663,23.641869"
Korykos,"36.435722,30.465671"
Korykos,"38.25,26.75"
Koryphas,"39.355929,26.782977"
Koryphasion,"36.9520305,21.659888"
Koryphe Oros,"36.25,36.75"
Kos,"29.143886,30.981906"
Kos,"36.8929685,27.2871195"
Kos Meropis,"36.8929685,27.2871195"
Kosai,"42.4105651,11.2858448"
Kosentia,"39.295395,16.253611"
Kosilaos,"40.874011,29.243551"
Koskam,"27.438183,30.817991"
"Kosmas kai Damianos, Mon.","41.040312,28.938899"
Kotabanoi,"12.5,47.5"
Kotais,"42.2636535,42.705819"
Kotenna,"37.024169,31.647894"
Kotes,"35.79,-5.93005"
Kothōkídai,"38.097509,23.589604"
Kotiaeion,"39.41814785,29.98451115"
Kotiaeion,"39.41814785,29.98451115"
Kotiaion,"39.41814785,29.98451115"
Kotor,"38.463587,44.41502"
Kotorodz,"38.463587,44.41502"
Kottabanoi,"12.5,47.5"
Kottanarike,"7.5,77.5"
Kottiara,"8.991778,76.777701"
Kottis,"15.074163,79.904146"
Kottobora,"16.421321,80.992405"
Kotyaion,"39.41814785,29.98451115"
Kotylaion,"38.545224,24.037598"
Kotylos,"39.75,26.75"
Kotyora,"41.000154,37.875188"
Kotyrta,"36.652699,22.888906"
Kouara,"38.581202,28.693248"
Koubaita,"40.791113,29.948216"
Koumasenoi,"41.5,9.5"
Kourelloura,"11.067143,77.170952"
Kouriannon Akroterion,"44.5,-1.5"
Kourion,"34.6662275,32.883723"
Kouroula,"10.926422,79.837316"
Koussai,"27.438183,30.817991"
Koussites Nomos,"27.25,30.75"
Kozynthion Akra,"30.5,19.5"
Krōpídai,"38.0896515,23.694278"
Krambousa,"36.25,30.25"
Krambousa,"36.25,33.75"
Kranaion Antron,"35.256901,24.585537"
Krane,"38.168492,20.516369"
Kraneia,"39.251397,21.2141655"
Kraneion,"37.75,22.75"
Kranioi,"38.168492,20.516369"
Krannon,"39.4991145,22.304133"
Krasos Pr.,"36.75,28.75"
Krateia,"40.812102,32.1649185"
Krater,"40.75,14.25"
Kraunoi Pr.,"36.25,33.75"
Kremaste,"40.090314,26.529575"
Kremmyon,"37.95001,23.116657"
Kremna,"37.4958065,30.695398"
Kremnoi,"46.672101,35.841144"
Kremona,"45.133639,10.026149"
Krenai,"38.910989,21.169091"
Krenides,"41.013965,24.2828215"
Krenides,"41.035504,28.965242"
Krenides,"41.490647,31.8409485"
Krentios,"40.184196,32.496599"
Kreones,"56.5,-5.5"
Kresion,"38.843915,24.557225"
Kressa,"36.75,28.25"
Kressa,"40.351152,26.625855"
Kretinia,"34.75,26.25"
Kretopolis,"37.374984,30.321707"
Kreusis,"38.208277,23.112105"
Krialon,"29.3149635,30.8399565"
Krimisa,"39.370793,17.131471"
Krimissa,"39.370793,17.131471"
Krine,"36.441276,34.114347"
Krisa,"38.4470395,22.4519405"
Krithote,"40.406725,26.651664"
Krithote Pr.,"38.75,21.25"
Krobyzoi,"43.5,27.5"
Krokeai,"36.884856,22.548448"
"Krokodeilōn Polis, Krokodeilon Polis","29.3149635,30.8399565"
"Krokodeilōnpolis, Krokodeilonpolis","29.3149635,30.8399565"
Krokodeilon polis,"29.3149635,30.8399565"
Krokodeilonpolis,"32.53493,34.910199"
Krokodeilopolites Nomos,"29.25,30.75"
Krokodeilos,"30.534459,19.784895"
Krokodilo,"25.903737,33.397573"
Krokodilopolis,"25.5524075,32.4392095"
Krokyleion,"38.459368,21.982489"
Krommyakon Pr.,"35.25,32.75"
Krommyon,"37.95001,23.116657"
Krommyon Pr.,"35.25,32.75"
Kromna,"37.75,22.75"
Kromna,"41.838242,32.651063"
Kromnos,"37.332507,22.093167"
Kromon,"37.332507,22.093167"
Kronion Oros,"37.75,13.25"
Kroton,"39.0811675,17.127966"
Krounoi,"38.423602,21.826326"
Krounoi,"43.417781,28.1629075"
Krya,"36.6975105,28.8686085"
Krya Pege,"39.836743,36.7011285"
Kryos,"38.75,27.75"
Kryptos Limen,"23.612619,58.592587"
Kryptos Limen,"37.751,23.423"
"Ktēsiphōn, Ktesiphon","33.0952635,44.581318"
Ktesion,"38.843915,24.557225"
Ktesiphon,"33.0952635,44.581318"
Ktimene,"39.064237,21.978511"
Kumandan,"34.65,50.883333"
Kupelternum,"41.251934,14.327125"
Kuris,"42.1802695,12.68544"
Kushmeikhan,"37.893745,62.247637"
Kuṣāṇas,"37.5,62.5"
Kuwait,"29.5,47.5"
Kyaneai,"36.2469,29.82187"
Kyaneai,"41.125,29.125"
Kyaneai,"41.125,29.125"
Kyathos,"38.75,21.25"
Kybelaia,"38.610607,26.358056"
"Kybele, T.","35.057081,33.791481"
Kybersos,"37.25,27.75"
Kybistra,"37.589731,34.1527925"
Kydai,"37.303307,27.704802"
Kydantidai,"38.047374,23.891947"
Kydaros,"41.125,28.875"
Kydathénaion,"37.970325,23.722573"
Kydeake,"45.25,36.25"
Kydissos,"33.11071425,35.5304471"
Kydna,"36.3337855,29.2200385"
Kydonia,"35.515775,24.01869"
Kyklobion,"40.981265,28.905043"
Kylindrene Chora,"32.5,77.5"
Kyllandos,"37.067654,28.442249"
Kyllene,"37.933241,21.143869"
Kyllene,"38.745271,26.83198"
Kyllou Pera,"37.959445,23.799558"
Kymaios,"35.25,25.75"
Kymaria,"36.752436,28.633505"
Kymisala,"36.1729,27.7669"
Kymnissa,"37.00864,27.273513"
Kynaitha,"38.030556,22.111538"
Kynaithai,"38.030556,22.111538"
Kynegike,"36.25,36.75"
Kynopolis,"28.479495,30.782897"
Kynopolis,"30.896044,31.234453"
Kynopolites Nomos,"28.75,30.75"
Kynos,"38.718371,23.070173"
Kynos Kephale Pr.,"39.25,20.25"
Kynosarion,"36.862538,31.102713"
Kynossema Pr.,"36.75,27.75"
Kynouria,"37.25,22.75"
Kypaira,"39.031506,22.082503"
Kyparissia,"36.686892,22.817073"
Kyparissia,"37.248527,21.681159"
Kyparodes,"41.104446,29.054246"
Kypasis,"40.625134,26.841143"
Kyphanta,"36.961993,22.989822"
Kypra,"40.900645,29.91593"
Kypros,"31.840792,35.424113"
Kypsela,"40.9245125,26.3920505"
Kyptasia,"41.5,35.5"
Kyptasia,"41.92842,35.068707"
Kyrba,"35.0095285,25.7387505"
Kyrenaia,"32.5492926759,21.6178163432"
Kyretiai,"39.800136,22.152018"
Kyromos,"37.378355,27.673196"
Kyrros,"40.807046,22.2912025"
Kyrthanion,"31.985995,24.414924"
Kyrtones,"38.585688,23.044957"
Kys,"37.428882,28.423734"
Kysis,"24.5804419305,30.7165764541"
Kyta,"45.25,36.25"
Kytai,"45.25,36.25"
Kytaia,"42.2636535,42.705819"
Kytaion,"35.407779,24.878375"
Kytaion,"45.25,36.25"
Kythera,"36.262287,22.978222"
Kytherros,"37.9076425,23.984295"
Kythnos,"37.411786,24.4017317"
Kytinion,"38.715386,22.508769"
Kytonion,"39.291562,27.092562"
Kytoros,"41.861928,32.897814"
Kyzistra,"38.3508285,34.9572705"
La,"36.725537,22.498245"
"Lépreos, Lepreos","37.4400321,21.7251305"
Laba,"27.517708,36.33554"
Labaetia,"16.5545,44.558041"
Labeatae,"42.5,19.5"
Labecia,"16.5545,44.558041"
Labicum,"41.80752,12.736409"
Labikon,"41.80752,12.736409"
Labisco,"45.436151,5.754422"
Labitulosa,"42.144689,0.287408"
Labotas,"36.75,36.25"
Labraum,"16.5545,44.558041"
"Labraunda, Labranda","37.4188144,27.82060125"
Labrys,"45.158504,37.565719"
Labyrinthos,"29.2722995,30.8993605"
Lacca,"36.826411,-5.726258"
Laccobriga,"37.101902,-8.673247"
Lacedaemon,"37.25,22.25"
Lacetani,"41.5,1.5"
Lachish,"31.585075,34.853754"
Laciacis,"47.985451,13.419395"
Lacilbula,"36.74937,-5.342495"
Lacimurga,"39.0208109,-5.4122585"
"Lacinimurg(ensis), Lacinimurgensis","39.0208109,-5.4122585"
Lacinimurga,"39.0208109,-5.4122585"
Lacipea,"39.128752,-5.947713"
Lacippo,"36.443331,-5.273526"
Lacobriga,"37.101902,-8.673247"
Lacobriga,"42.338959,-4.601768"
Laconia,"37.25,22.25"
Laconica,"37.25,22.25"
Lacotena,"37.989649,38.613281"
Lactodorum,"52.131483,-0.9887305"
Lactora,"43.933383,0.620535"
Lactorates,"43.933383,0.620535"
Lactoratesauci,"43.933383,0.620535"
Lacunis,"38.08679,-6.274346"
Lacus Curtius,"41.8923973,12.4850177"
Lacus Iuturnae,"41.8916018,12.4859236"
Ladamantia,"31.189464,27.633366"
Lade,"37.75,27.25"
Ladon,"41.5,31.5"
Laedavus,"48.5,17.5"
Laeetania,"41.5,2.5"
Laelia,"37.427015,-6.165904"
Laertes,"36.51049,32.165512"
Laertes,"36.75,32.25"
Laestrygonii Campi,"37.25,14.75"
Laevi,"45.25,8.75"
Lagalasso,"38.183297,38.051885"
Lagania,"40.0219715,31.9622515"
Laganikoi,"32.5,21.5"
Lagantine,"40.0219715,31.9622515"
Lagare,"45.917205,11.031731"
Lagaris,"45.917205,11.031731"
Lagbe,"37.142961,29.924947"
Lageina,"38.281206,31.920419"
Lagentium,"53.725863,-1.356271"
Lagina,"37.377952,28.038562"
Laguatan,"31.5,13.5"
Lagusae,"39.75,26.25"
Lagussa,"36.75,29.25"
Lagyra,"44.500726,34.184323"
Lahir,"34.688473,44.965073"
Lahiru,"34.688473,44.965073"
Laia,"44.092516,39.063264"
Laiaioi,"42.5,22.5"
Laianci,"46.5,12.5"
Lair,"34.688473,44.965073"
Lais,"42.359912,-8.030578"
Lakainitis,"36.25,32.75"
Lakanatis,"37.25,36.25"
Lakanitis,"36.25,32.75"
"Lakedaímōn, Lakedaimon","37.25,22.25"
Lakereia,"39.623885,22.546229"
Laketanoi,"41.5,1.5"
Lakiadai,"37.993384,23.699604"
Lakkios,"37.25,15.25"
Lakmon,"39.75,21.25"
Lalandos,"39.063475,31.083257"
Lalasseis,"36.75,33.25"
Lalassis,"36.75,33.25"
Lama,"40.030524,-6.088261"
Lamasba,"35.6283625,5.91058"
Lamatini,"44.649785,17.033264"
Lamatis,"44.649785,17.033264"
Lamatorma,"36.734871,33.0162235"
Lambaesis,"35.490208,6.254778"
Lambafundi,"35.481197,6.465983"
Lambatai,"32.5,72.5"
Lambdia,"36.266978,2.775955"
Lambiridi,"35.503767,6.077305"
Lambrum,"45.158683,9.52751"
Lambrus,"45.75,9.25"
Lamecum,"41.098735,-7.810936"
Lamia,"38.902996,22.442593"
Lamiggig,"35.692292,6.185001"
Lamiggiga,"35.692292,6.185001"
Laminium,"38.899451,-3.053453"
Lamnae,"42.0418315,12.949979"
Lamnia,"31.8764615,34.7384245"
Lamniana,"36.275428,10.471795"
Lamnum,"45.5824198501,-0.551010235231"
Lamnus M.,"32.5,77.5"
Lamon,"35.192161,24.400467"
Lamos,"36.227058,32.457947"
Lamos,"36.557007,34.239919"
Lamos,"36.75,34.25"
Lamotis,"36.227058,32.457947"
Lamounia,"39.924832,29.991594"
Lamousia,"36.557007,34.239919"
Lampas,"44.601117,34.34999"
Lampeteia,"39.134225,16.075485"
Lamponia,"39.538105,26.421229"
Lampousa,"35.3576447,33.1982038"
Lampsacus,"40.346685,26.699162"
Lampsakos,"40.346685,26.699162"
Lamptrai Hypenerthen,"37.848698,23.831887"
Lamptrai Kathyperthen,"37.877924,23.8563225"
Lamptrai Paraloi,"37.848698,23.831887"
Lamsorti,"35.5,6.5"
Lamyana,"38.59744,27.849001"
Lamyron,"41.245644,37.025822"
Lanaricus,"37.75,12.75"
Lance,"42.5297477,-5.4308097"
Lancia,"42.5297477,-5.4308097"
Lancienses,"42.5297477,-5.4308097"
Lancienses Oppidani,"40.5,-6.5"
Lancienses Transcudani,"40.5,-7.5"
Laneion,"39.753857,27.970941"
Langenses,"44.25,8.75"
Langobardi,"45.2180191818,9.53594014964"
Langobardi,"48.5,16.5"
Langobardi,"53.5,10.5"
Langobriga,"40.991697,-8.532558"
Lankena,"38.876554,29.906358"
Lansbrica,"42.359912,-8.030578"
Lanuvium,"41.674703,12.697593"
Laodicea,"34.18761,48.367981"
Laodicea,"35.517827,35.775155"
Laodicea ad Libanum,"34.572648,36.54147"
Laodicea ad Lycum,"37.831408,29.104542"
Laodikeia,"34.18761,48.367981"
Laodikeia,"35.517827,35.775155"
Laodikeia,"38.192186,32.374024"
Laodikeia,"40.5,35.5"
Laodikeia en te Phoinike,"33.8985935,35.511241"
Laodikeia Katakekaumene,"38.192186,32.374024"
"Laodikeia, Laodicea","33.8985935,35.511241"
Laodikene,"35.517827,35.775155"
Laos,"39.767685,15.8244"
Laouiansene,"39.25,36.75"
Lapara,"38.1898205,37.086546"
Lapatia Korou Akron,"43.5,-7.5"
Lapethos,"35.3576447,33.1982038"
Laphron,"38.442842,22.160466"
Lapidaria,"46.634098,9.443943"
Lappa,"35.28658,24.336077"
Lapurdum,"43.492723,-1.474944"
Laranda,"37.1769185,33.224197"
Lares,"36.081288,8.841397"
Larga,"47.561446,7.187133"
Largiana,"47.113404,23.181678"
Larice,"46.5,13.5"
Larike,"22.5,72.5"
Larinum,"41.8064879,14.9175768"
Larisa,"35.079312,25.656732"
Larisa,"36.0986613,43.3289762"
Larisa,"37.905536,27.853554"
Larisa,"38.153004,27.741461"
Larisa,"39.615511,26.1464185"
"Larisa Kremaste, Lárisa Kremastḗ","38.964328,22.838629"
Larisa Phrikonis,"38.689068,27.033411"
Larissa,"38.689068,27.033411"
Larissa,"39.6360905,22.4243415"
Larmanaza,"36.083941,36.503569"
Laron Nesia,"35.75,11.25"
